citric acid,alcohol,volatile acidity,avg_volatile_acidity,Avg_FixedAcidity,Avg_Sulphates,quality
0.42,9.4,0.715,0.5232100000000001,8.32,0.67376,6
0.01,12.8,0.41,0.5232100000000001,8.32,0.67376,6
0.26,10.9,0.36,0.5232100000000001,8.32,0.67376,6
0.44,9.3,0.62,0.5232100000000001,8.32,0.67376,6
0.31,10.4,0.41,0.5232100000000001,8.32,0.67376,6
0.21,10.1,0.36,0.5232100000000001,8.32,0.67376,6
0.4,10.5,0.62,0.5232100000000001,8.32,0.67376,6
0.15,11.3,0.41,0.5232100000000001,8.32,0.67376,6
0.0,10.6,0.47,0.5232100000000001,8.32,0.67376,6
0.69,9.2,0.22,0.5232100000000001,8.32,0.67376,6
0.2,11.7,0.24,0.5232100000000001,8.32,0.67376,6
0.5,11.4,0.67,0.5232100000000001,8.32,0.67376,6
0.37,9.6,0.47,0.5232100000000001,8.32,0.67376,6
0.46,11.4,0.33,0.5232100000000001,8.32,0.67376,6
0.12,9.4,0.61,0.5232100000000001,8.32,0.67376,6
0.39,11.2,0.61,0.5232100000000001,8.32,0.67376,6
0.24,9.5,0.4,0.5232100000000001,8.32,0.67376,6
0.24,10.2,0.61,0.5232100000000001,8.32,0.67376,6
0.38,11.8,0.61,0.5232100000000001,8.32,0.67376,6
0.3,9.5,0.3,0.5232100000000001,8.32,0.67376,6
0.28,10.2,0.3,0.5232100000000001,8.32,0.67376,6
0.09,11.1,0.63,0.5232100000000001,8.32,0.67376,6
0.15,9.9,0.38,0.5232100000000001,8.32,0.67376,6
0.0,11.7,0.46,0.5232100000000001,8.32,0.67376,6
0.42,12.3,0.33,0.5232100000000001,8.32,0.67376,6
0.0,9.8,0.27,0.5232100000000001,8.32,0.67376,6
0.44,9.5,0.43,0.5232100000000001,8.32,0.67376,6
0.42,12.3,0.5,0.5232100000000001,8.32,0.67376,6
0.06,10.1,0.3,0.5232100000000001,8.32,0.67376,6
0.02,11.1,0.44,0.5232100000000001,8.32,0.67376,6
0.09,11.2,0.44,0.5232100000000001,8.32,0.67376,6
0.24,10.3,0.28,0.5232100000000001,8.32,0.67376,6
0.36,10.8,0.12,0.5232100000000001,8.32,0.67376,6
0.22,11.3,0.12,0.5232100000000001,8.32,0.67376,6
0.48,11.3,0.12,0.5232100000000001,8.32,0.67376,6
0.41,10.5,0.28,0.5232100000000001,8.32,0.67376,6
0.24,10.0,0.31,0.5232100000000001,8.32,0.67376,6
0.13,10.8,0.34,0.5232100000000001,8.32,0.67376,6
0.52,11.3,0.43,0.5232100000000001,8.32,0.67376,6
0.43,10.8,0.21,0.5232100000000001,8.32,0.67376,6
0.01,12.8,0.36,0.5232100000000001,8.32,0.67376,6
0.0,12.5,0.37,0.5232100000000001,8.32,0.67376,6
0.66,11.9,0.57,0.5232100000000001,8.32,0.67376,6
0.29,9.5,0.59,0.5232100000000001,8.32,0.67376,6
0.01,11.8,0.47,0.5232100000000001,8.32,0.67376,6
0.49,11.5,0.56,0.5232100000000001,8.32,0.67376,6
0.22,9.5,0.57,0.5232100000000001,8.32,0.67376,6
0.46,10.2,0.27,0.5232100000000001,8.32,0.67376,6
0.36,9.2,0.47,0.5232100000000001,8.32,0.67376,6
0.18,9.7,0.34,0.5232100000000001,8.32,0.67376,6
0.0,9.4,0.38,0.5232100000000001,8.32,0.67376,6
0.18,9.8,0.66,0.5232100000000001,8.32,0.67376,6
0.1,9.4,0.4,0.5232100000000001,8.32,0.67376,6
0.49,10.2,0.56,0.5232100000000001,8.32,0.67376,6
0.63,10.4,0.26,0.5232100000000001,8.32,0.67376,6
0.18,9.5,0.26,0.5232100000000001,8.32,0.67376,6
0.18,9.3,0.38,0.5232100000000001,8.32,0.67376,6
0.19,12.7,0.34,0.5232100000000001,8.32,0.67376,6
0.52,11.5,0.33,0.5232100000000001,8.32,0.67376,6
0.06,9.8,0.41,0.5232100000000001,8.32,0.67376,6
0.49,9.4,0.41,0.5232100000000001,8.32,0.67376,6
0.5,9.2,0.59,0.5232100000000001,8.32,0.67376,6
0.27,10.6,0.4,0.5232100000000001,8.32,0.67376,6
0.55,9.5,0.45,0.5232100000000001,8.32,0.67376,6
0.25,10.0,0.5,0.5232100000000001,8.32,0.67376,6
0.15,11.9,0.86,0.5232100000000001,8.32,0.67376,6
0.2,12.5,0.52,0.5232100000000001,8.32,0.67376,6
0.08,10.3,0.5,0.5232100000000001,8.32,0.67376,6
0.52,11.3,0.45,0.5232100000000001,8.32,0.67376,6
0.6,10.6,0.58,0.5232100000000001,8.32,0.67376,6
0.5,10.7,0.34,0.5232100000000001,8.32,0.67376,6
0.12,11.6,0.36,0.5232100000000001,8.32,0.67376,6
0.47,9.8,0.39,0.5232100000000001,8.32,0.67376,6
0.56,9.8,0.295,0.5232100000000001,8.32,0.67376,6
0.46,11.9,0.39,0.5232100000000001,8.32,0.67376,6
0.38,10.8,0.34,0.5232100000000001,8.32,0.67376,6
0.19,10.0,0.4,0.5232100000000001,8.32,0.67376,6
0.08,11.6,0.34,0.5232100000000001,8.32,0.67376,6
0.57,9.9,0.35,0.5232100000000001,8.32,0.67376,6
0.47,11.0,0.6,0.5232100000000001,8.32,0.67376,6
0.34,10.9,0.66,0.5232100000000001,8.32,0.67376,6
0.27,9.1,0.66,0.5232100000000001,8.32,0.67376,6
0.43,10.6,0.84,0.5232100000000001,8.32,0.67376,6
0.1,9.8,0.69,0.5232100000000001,8.32,0.67376,6
0.35,11.9,0.43,0.52203,8.8278,0.7426200000000001,7
0.44,9.2,0.35,0.52203,8.8278,0.7426200000000001,7
0.52,10.2,0.29,0.52203,8.8278,0.7426200000000001,7
0.33,12.1,0.36,0.52203,8.8278,0.7426200000000001,7
0.49,12.1,0.43,0.52203,8.8278,0.7426200000000001,7
0.35,11.9,0.36,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.29,0.52203,8.8278,0.7426200000000001,7
0.39,12.4,0.3,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.35,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.5,0.52203,8.8278,0.7426200000000001,7
0.03,12.3,0.28,0.52203,8.8278,0.7426200000000001,7
0.16,10.5,0.32,0.52203,8.8278,0.7426200000000001,7
0.09,10.6,1.005,0.52203,8.8278,0.7426200000000001,7
0.39,12.4,0.71,0.52203,8.8278,0.7426200000000001,7
0.48,12.2,0.58,0.52203,8.8278,0.7426200000000001,7
0.73,12.0,0.39,0.52203,8.8278,0.7426200000000001,7
0.48,12.2,0.38,0.52203,8.8278,0.7426200000000001,7
0.55,10.8,0.18,0.52203,8.8278,0.7426200000000001,7
0.02,12.3,0.18,0.52203,8.8278,0.7426200000000001,7
0.37,11.1,0.5,0.52203,8.8278,0.7426200000000001,7
0.55,10.8,0.36,0.52203,8.8278,0.7426200000000001,7
0.51,11.8,0.36,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.51,0.52203,8.8278,0.7426200000000001,7
0.53,12.2,0.32,0.52203,8.8278,0.7426200000000001,7
0.47,11.0,0.58,0.52203,8.8278,0.7426200000000001,7
0.34,11.0,0.83,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.31,0.52203,8.8278,0.7426200000000001,7
0.28,11.7,0.795,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.34,0.52203,8.8278,0.7426200000000001,7
0.52,12.4,0.58,0.52203,8.8278,0.7426200000000001,7
0.32,12.8,0.59,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.55,0.52203,8.8278,0.7426200000000001,7
0.46,11.0,0.82,0.52203,8.8278,0.7426200000000001,7
0.44,11.0,0.57,0.52203,8.8278,0.7426200000000001,7
0.27,12.3,0.745,0.52203,8.8278,0.7426200000000001,7
0.45,11.9,0.37,0.52203,8.8278,0.7426200000000001,7
0.54,9.9,0.31,0.52203,8.8278,0.7426200000000001,7
0.63,11.2,0.91,0.52203,8.8278,0.7426200000000001,7
0.66,10.8,0.41,0.52203,8.8278,0.7426200000000001,7
0.45,11.1,0.5,0.52203,8.8278,0.7426200000000001,7
0.49,12.0,0.965,0.52203,8.8278,0.7426200000000001,7
0.58,10.5,0.49,0.52203,8.8278,0.7426200000000001,7
0.39,11.5,0.5,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.39,0.52203,8.8278,0.7426200000000001,7
0.38,12.1,0.39,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.44,0.52203,8.8278,0.7426200000000001,7
0.66,10.0,0.78,0.52203,8.8278,0.7426200000000001,7
0.04,12.2,0.43,0.52203,8.8278,0.7426200000000001,7
0.37,12.4,0.49,0.52203,8.8278,0.7426200000000001,7
0.57,11.6,0.5,0.52203,8.8278,0.7426200000000001,7
0.47,10.5,0.43,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.46,0.52203,8.8278,0.7426200000000001,7
0.58,10.5,0.605,0.52203,8.8278,0.7426200000000001,7
0.09,10.6,0.33,0.52203,8.8278,0.7426200000000001,7
0.02,12.3,0.64,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.64,0.52203,8.8278,0.7426200000000001,7
0.31,10.0,0.48,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.42,0.52203,8.8278,0.7426200000000001,7
0.45,12.5,0.53,0.52203,8.8278,0.7426200000000001,7
0.66,10.8,0.48,0.52203,8.8278,0.7426200000000001,7
0.4,11.6,0.23,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.4,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.38,0.52203,8.8278,0.7426200000000001,7
0.06,10.8,0.29,0.52203,8.8278,0.7426200000000001,7
0.49,12.0,0.74,0.52203,8.8278,0.7426200000000001,7
0.44,10.8,0.61,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.52,0.52203,8.8278,0.7426200000000001,7
0.44,10.8,0.31,0.52203,8.8278,0.7426200000000001,7
0.51,11.8,0.31,0.52203,8.8278,0.7426200000000001,7
0.4,10.0,0.62,0.52203,8.8278,0.7426200000000001,7
0.47,10.3,0.33,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.77,0.52203,8.8278,0.7426200000000001,7
0.39,11.5,0.35,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.62,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.77,0.52203,8.8278,0.7426200000000001,7
0.32,10.5,0.25,0.52203,8.8278,0.7426200000000001,7
0.11,13.5666666666667,0.32,0.52203,8.8278,0.7426200000000001,7
0.37,12.4,0.37,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.37,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.3,0.52203,8.8278,0.7426200000000001,7
0.49,11.6,0.27,0.52203,8.8278,0.7426200000000001,7
0.44,9.2,0.3,0.52203,8.8278,0.7426200000000001,7
0.46,12.2,0.38,0.52203,8.8278,0.7426200000000001,7
0.41,12.1,0.42,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.38,0.52203,8.8278,0.7426200000000001,7
0.01,11.0,0.48,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.34,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.19,0.52203,8.8278,0.7426200000000001,7
0.0,12.8,0.41,0.52203,8.8278,0.7426200000000001,7
0.32,12.8,0.41,0.52203,8.8278,0.7426200000000001,7
0.66,10.8,0.26,0.52203,8.8278,0.7426200000000001,7
0.76,13.0,0.34,0.52203,8.8278,0.7426200000000001,7
0.36,12.4,0.54,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.31,0.52203,8.8278,0.7426200000000001,7
0.34,10.6,0.725,0.52203,8.8278,0.7426200000000001,7
0.33,11.7,0.4,0.52203,8.8278,0.7426200000000001,7
0.34,9.7,0.725,0.52203,8.8278,0.7426200000000001,7
0.35,11.3,0.52,0.52203,8.8278,0.7426200000000001,7
0.34,12.5,0.31,0.52203,8.8278,0.7426200000000001,7
0.49,9.9,0.52,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.34,0.52203,8.8278,0.7426200000000001,7
0.39,11.5,0.49,0.52203,8.8278,0.7426200000000001,7
0.53,11.7,0.48,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.49,0.52203,8.8278,0.7426200000000001,7
0.35,11.2,0.48,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.57,0.52203,8.8278,0.7426200000000001,7
0.11,13.5666666666667,0.23,0.52203,8.8278,0.7426200000000001,7
0.35,11.8,0.3,0.52203,8.8278,0.7426200000000001,7
0.68,9.9,0.78,0.52203,8.8278,0.7426200000000001,7
0.47,10.3,0.47,0.52203,8.8278,0.7426200000000001,7
0.64,11.8,0.53,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.42,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.33,0.52203,8.8278,0.7426200000000001,7
0.39,11.0,0.24,0.52203,8.8278,0.7426200000000001,7
0.49,10.7,0.4,0.52203,8.8278,0.7426200000000001,7
0.49,11.6,0.69,0.52203,8.8278,0.7426200000000001,7
0.34,9.7,0.69,0.52203,8.8278,0.7426200000000001,7
0.38,12.9,0.69,0.52203,8.8278,0.7426200000000001,7
0.49,11.6,0.39,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.66,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.54,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.5,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.47,0.52203,8.8278,0.7426200000000001,7
0.66,11.5,0.4,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.58,0.52203,8.8278,0.7426200000000001,7
0.42,10.8,0.24,0.52203,8.8278,0.7426200000000001,7
0.53,10.9,0.29,0.52203,8.8278,0.7426200000000001,7
0.4,12.8,0.76,0.52203,8.8278,0.7426200000000001,7
0.39,12.5,0.43,0.52203,8.8278,0.7426200000000001,7
0.36,12.0,0.43,0.52203,8.8278,0.7426200000000001,7
0.63,12.5,0.6,0.52203,8.8278,0.7426200000000001,7
0.47,10.5,0.19,0.52203,8.8278,0.7426200000000001,7
0.4,11.8,0.36,0.52203,8.8278,0.7426200000000001,7
0.36,11.2,0.48,0.52203,8.8278,0.7426200000000001,7
0.34,10.2,0.28,0.52203,8.8278,0.7426200000000001,7
0.0,11.5,0.25,0.52203,8.8278,0.7426200000000001,7
0.32,12.8,0.52,0.52203,8.8278,0.7426200000000001,7
0.31,10.0,0.52,0.52203,8.8278,0.7426200000000001,7
0.58,12.0,0.41,0.52203,8.8278,0.7426200000000001,7
0.68,9.9,0.51,0.52203,8.8278,0.7426200000000001,7
0.3,11.3,0.4,0.52203,8.8278,0.7426200000000001,7
0.45,11.1,0.38,0.52203,8.8278,0.7426200000000001,7
0.1,10.1,0.45,0.52203,8.8278,0.7426200000000001,7
0.39,11.4,0.22,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.32,0.52203,8.8278,0.7426200000000001,7
0.47,10.6,0.2,0.52203,8.8278,0.7426200000000001,7
0.52,10.2,0.5,0.52203,8.8278,0.7426200000000001,7
0.53,12.2,0.41,0.52203,8.8278,0.7426200000000001,7
0.42,12.7,0.39,0.52203,8.8278,0.7426200000000001,7
0.38,12.0,0.35,0.52203,8.8278,0.7426200000000001,7
0.04,12.2,0.33,0.52203,8.8278,0.7426200000000001,7
0.44,11.6,0.58,0.52203,8.8278,0.7426200000000001,7
0.45,12.3,0.6,0.52203,8.8278,0.7426200000000001,7
0.33,11.8,0.42,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.58,0.52203,8.8278,0.7426200000000001,7
0.47,10.6,0.6,0.52203,8.8278,0.7426200000000001,7
0.63,11.2,0.18,0.52203,8.8278,0.7426200000000001,7
0.34,13.6,0.51,0.52203,8.8278,0.7426200000000001,7
0.34,11.3,0.41,0.52203,8.8278,0.7426200000000001,7
0.33,11.8,0.41,0.52203,8.8278,0.7426200000000001,7
0.34,11.0,0.36,0.52203,8.8278,0.7426200000000001,7
0.16,10.5,0.45,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.32,0.52203,8.8278,0.7426200000000001,7
0.47,10.6,0.785,0.52203,8.8278,0.7426200000000001,7
0.48,12.4,0.785,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.44,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.54,0.52203,8.8278,0.7426200000000001,7
0.48,12.1,0.33,0.52203,8.8278,0.7426200000000001,7
0.47,11.0,0.34,0.52203,8.8278,0.7426200000000001,7
0.52,10.2,0.5,0.52203,8.8278,0.7426200000000001,7
0.39,11.5,0.36,0.52203,8.8278,0.7426200000000001,7
0.63,12.5,0.59,0.52203,8.8278,0.7426200000000001,7
0.47,12.1,0.42,0.52203,8.8278,0.7426200000000001,7
0.3,11.5,0.36,0.52203,8.8278,0.7426200000000001,7
0.14,11.7,0.36,0.52203,8.8278,0.7426200000000001,7
0.5,13.3,0.61,0.52203,8.8278,0.7426200000000001,7
0.32,12.8,0.88,0.52203,8.8278,0.7426200000000001,7
0.46,11.0,0.66,0.52203,8.8278,0.7426200000000001,7
0.49,12.0,0.915,0.52203,8.8278,0.7426200000000001,7
0.32,10.0,0.35,0.52203,8.8278,0.7426200000000001,7
0.48,12.2,0.35,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.39,0.52203,8.8278,0.7426200000000001,7
0.38,12.1,0.4,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.66,0.52203,8.8278,0.7426200000000001,7
0.39,12.5,0.64,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.43,0.52203,8.8278,0.7426200000000001,7
0.4,12.6,0.8,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.43,0.52203,8.8278,0.7426200000000001,7
0.34,10.2,0.64,0.52203,8.8278,0.7426200000000001,7
0.38,12.1,0.955,0.52203,8.8278,0.7426200000000001,7
0.42,11.1,0.4,0.52203,8.8278,0.7426200000000001,7
0.33,12.1,0.885,0.52203,8.8278,0.7426200000000001,7
0.4,11.6,0.25,0.52203,8.8278,0.7426200000000001,7
0.37,12.4,0.885,0.52203,8.8278,0.7426200000000001,7
0.53,12.1,0.745,0.52203,8.8278,0.7426200000000001,7
0.58,12.0,0.43,0.52203,8.8278,0.7426200000000001,7
0.49,10.5,0.58,0.52203,8.8278,0.7426200000000001,7
0.34,10.6,0.57,0.52203,8.8278,0.7426200000000001,7
0.47,10.5,0.26,0.52203,8.8278,0.7426200000000001,7
0.01,12.5,0.58,0.52203,8.8278,0.7426200000000001,7
0.48,12.1,0.57,0.52203,8.8278,0.7426200000000001,7
0.38,12.1,0.34,0.52203,8.8278,0.7426200000000001,7
0.16,10.5,0.42,0.52203,8.8278,0.7426200000000001,7
0.01,10.5,0.74,0.52203,8.8278,0.7426200000000001,7
0.08,12.5,0.36,0.52203,8.8278,0.7426200000000001,7
0.34,13.6,0.36,0.52203,8.8278,0.7426200000000001,7
0.53,12.1,0.36,0.52203,8.8278,0.7426200000000001,7
0.39,11.4,0.72,0.52203,8.8278,0.7426200000000001,7
0.37,11.1,0.36,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.39,0.52203,8.8278,0.7426200000000001,7
0.33,11.8,0.65,0.52203,8.8278,0.7426200000000001,7
0.07,11.2,0.44,0.52203,8.8278,0.7426200000000001,7
0.36,11.2,0.65,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.38,0.52203,8.8278,0.7426200000000001,7
0.35,11.9,0.33,0.52203,8.8278,0.7426200000000001,7
0.35,11.8,0.27,0.52203,8.8278,0.7426200000000001,7
0.38,12.9,0.57,0.52203,8.8278,0.7426200000000001,7
0.4,11.8,0.34,0.52203,8.8278,0.7426200000000001,7
0.45,11.9,0.4,0.52203,8.8278,0.7426200000000001,7
0.1,10.1,0.39,0.52203,8.8278,0.7426200000000001,7
0.58,12.0,0.32,0.52203,8.8278,0.7426200000000001,7
0.42,11.8,0.32,0.52203,8.8278,0.7426200000000001,7
0.68,9.9,0.53,0.52203,8.8278,0.7426200000000001,7
0.16,10.1,0.36,0.52203,8.8278,0.7426200000000001,7
0.47,10.5,0.39,0.52203,8.8278,0.7426200000000001,7
0.54,9.8,0.46,0.52203,8.8278,0.7426200000000001,7
0.34,11.0,0.58,0.52203,8.8278,0.7426200000000001,7
0.53,12.1,0.58,0.52203,8.8278,0.7426200000000001,7
0.51,11.8,0.42,0.52203,8.8278,0.7426200000000001,7
0.02,11.6,0.43,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.18,0.52203,8.8278,0.7426200000000001,7
0.46,11.8,0.815,0.52203,8.8278,0.7426200000000001,7
0.49,10.5,0.43,0.52203,8.8278,0.7426200000000001,7
0.49,12.5,0.23,0.52203,8.8278,0.7426200000000001,7
0.36,11.2,0.75,0.52203,8.8278,0.7426200000000001,7
0.5,13.3,0.33,0.52203,8.8278,0.7426200000000001,7
0.52,10.2,0.55,0.52203,8.8278,0.7426200000000001,7
0.0,14.0,0.75,0.52203,8.8278,0.7426200000000001,7
0.31,10.0,0.73,0.52203,8.8278,0.7426200000000001,7
0.66,10.4,0.67,0.52203,8.8278,0.7426200000000001,7
0.45,12.3,0.61,0.52203,8.8278,0.7426200000000001,7
0.76,13.0,0.37,0.52203,8.8278,0.7426200000000001,7
0.74,10.8,0.4,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.56,0.52203,8.8278,0.7426200000000001,7
0.4,12.8,0.29,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.55,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.74,0.52203,8.8278,0.7426200000000001,7
0.44,10.8,0.55,0.52203,8.8278,0.7426200000000001,7
0.0,12.8,0.41,0.52203,8.8278,0.7426200000000001,7
0.12,11.3,0.6,0.52203,8.8278,0.7426200000000001,7
0.34,11.7,0.6,0.52203,8.8278,0.7426200000000001,7
0.53,12.0,0.58,0.52203,8.8278,0.7426200000000001,7
0.53,11.7,0.72,0.52203,8.8278,0.7426200000000001,7
0.34,10.2,0.66,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.7,0.52203,8.8278,0.7426200000000001,7
0.12,10.2,0.64,0.52203,8.8278,0.7426200000000001,7
0.09,10.6,0.59,0.52203,8.8278,0.7426200000000001,7
0.68,12.3,0.58,0.52203,8.8278,0.7426200000000001,7
0.39,12.4,0.64,0.52203,8.8278,0.7426200000000001,7
0.32,10.5,0.64,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.635,0.52203,8.8278,0.7426200000000001,7
0.64,11.8,1.02,0.52203,8.8278,0.7426200000000001,7
0.36,11.0,0.45,0.52203,8.8278,0.7426200000000001,7
0.47,12.1,0.78,0.52203,8.8278,0.7426200000000001,7
0.16,10.5,0.37,0.52203,8.8278,0.7426200000000001,7
0.1,10.8,0.57,0.52203,8.8278,0.7426200000000001,7
0.54,9.8,0.57,0.52203,8.8278,0.7426200000000001,7
0.68,12.3,0.43,0.52203,8.8278,0.7426200000000001,7
0.56,10.5,0.41,0.52203,8.8278,0.7426200000000001,7
0.16,10.1,0.49,0.52203,8.8278,0.7426200000000001,7
0.41,11.9,0.38,0.52203,8.8278,0.7426200000000001,7
0.5,11.6,0.44,0.52203,8.8278,0.7426200000000001,7
0.53,10.9,0.46,0.52203,8.8278,0.7426200000000001,7
0.74,10.8,0.58,0.52203,8.8278,0.7426200000000001,7
0.35,11.9,0.58,0.52203,8.8278,0.7426200000000001,7
0.4,12.6,0.715,0.52203,8.8278,0.7426200000000001,7
0.38,12.9,0.4,0.52203,8.8278,0.7426200000000001,7
0.49,9.9,0.69,0.52203,8.8278,0.7426200000000001,7
0.49,12.5,0.715,0.52203,8.8278,0.7426200000000001,7
0.42,12.7,0.3,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.46,0.52203,8.8278,0.7426200000000001,7
0.0,10.0,0.46,0.52203,8.8278,0.7426200000000001,7
0.35,11.9,0.765,0.52203,8.8278,0.7426200000000001,7
0.34,9.7,0.63,0.52203,8.8278,0.7426200000000001,7
0.47,11.0,0.42,0.52203,8.8278,0.7426200000000001,7
0.34,10.6,0.37,0.52203,8.8278,0.7426200000000001,7
0.42,11.1,0.16,0.52203,8.8278,0.7426200000000001,7
0.02,12.3,0.6,0.52203,8.8278,0.7426200000000001,7
0.46,11.0,0.6,0.52203,8.8278,0.7426200000000001,7
0.38,10.6,0.6,0.52203,8.8278,0.7426200000000001,7
0.44,11.6,0.74,0.52203,8.8278,0.7426200000000001,7
0.51,11.8,0.635,0.52203,8.8278,0.7426200000000001,7
0.66,11.5,0.395,0.52203,8.8278,0.7426200000000001,7
0.76,11.2,0.755,0.52203,8.8278,0.7426200000000001,7
0.32,12.8,0.635,0.52203,8.8278,0.7426200000000001,7
0.49,11.6,0.63,0.52203,8.8278,0.7426200000000001,7
0.73,12.0,0.63,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.53,0.52203,8.8278,0.7426200000000001,7
0.4,10.0,0.6,0.52203,8.8278,0.7426200000000001,7
0.66,10.4,1.58,0.52203,8.8278,0.7426200000000001,7
0.45,11.8,0.645,0.52203,8.8278,0.7426200000000001,7
0.49,12.5,0.86,0.52203,8.8278,0.7426200000000001,7
0.09,10.0,0.37,0.52203,8.8278,0.7426200000000001,7
0.28,9.7,0.28,0.52203,8.8278,0.7426200000000001,7
0.02,12.3,0.79,0.52203,8.8278,0.7426200000000001,7
0.34,11.3,0.61,0.52203,8.8278,0.7426200000000001,7
0.03,12.3,0.69,0.52203,8.8278,0.7426200000000001,7
0.02,11.6,0.68,0.52203,8.8278,0.7426200000000001,7
0.66,10.4,0.69,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.62,0.52203,8.8278,0.7426200000000001,7
0.46,12.2,0.61,0.52203,8.8278,0.7426200000000001,7
0.48,12.4,0.51,0.52203,8.8278,0.7426200000000001,7
0.53,11.7,1.18,0.52203,8.8278,0.7426200000000001,7
0.33,12.1,0.36,0.52203,8.8278,0.7426200000000001,7
0.57,11.6,0.36,0.52203,8.8278,0.7426200000000001,7
0.0,12.9,0.63,0.52203,8.8278,0.7426200000000001,7
0.4,12.0,0.74,0.52203,8.8278,0.7426200000000001,7
0.0,12.7,0.44,0.52203,8.8278,0.7426200000000001,7
0.02,11.7,0.63,0.52203,8.8278,0.7426200000000001,7
0.35,11.9,0.76,0.52203,8.8278,0.7426200000000001,7
0.63,11.2,0.66,0.52203,8.8278,0.7426200000000001,7
0.66,10.4,0.74,0.52203,8.8278,0.7426200000000001,7
0.34,10.6,0.34,0.52203,8.8278,0.7426200000000001,7
0.32,11.3,0.36,0.52203,8.8278,0.7426200000000001,7
0.43,11.2,0.46,0.52203,8.8278,0.7426200000000001,7
0.4,11.2,0.46,0.52203,8.8278,0.7426200000000001,7
0.54,9.9,0.46,0.52203,8.8278,0.7426200000000001,7
0.4,12.6,0.46,0.52203,8.8278,0.7426200000000001,7
0.45,11.9,0.52,0.52203,8.8278,0.7426200000000001,7
0.45,12.3,0.6,0.52203,8.8278,0.7426200000000001,7
0.76,13.0,0.6,0.52203,8.8278,0.7426200000000001,7
0.1,10.1,0.87,0.52203,8.8278,0.7426200000000001,7
0.57,11.1,0.39,0.52203,8.8278,0.7426200000000001,7
0.63,12.5,0.775,0.52203,8.8278,0.7426200000000001,7
0.34,9.7,0.835,0.52203,8.8278,0.7426200000000001,7
0.0,10.0,0.58,0.52203,8.8278,0.7426200000000001,7
0.57,11.1,0.5,0.52203,8.8278,0.7426200000000001,7
0.34,9.7,0.5,0.52203,8.8278,0.7426200000000001,7
0.04,12.2,0.5,0.52203,8.8278,0.7426200000000001,7
0.58,10.5,0.51,0.52203,8.8278,0.7426200000000001,7
